Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
61S0mEfdRtJ62Fc7fPqx0U,"Feeling Good","I Put A Spell On You","Nina Simone",1965-06,174000,0,1218027748,2019-12-19T20:34:49Z,"jazz blues,neo soul,soul,soul jazz,torch song,vocal jazz","Universal Music Group",0.399,0.326,7,-9.239,0,0.0386,0.864,0,0.191,0.546,79.206,4
5CGpPUcUahMuLzkNK9ZgPP,"Dear Mr. Fantasy","Mr. Fantasy","Traffic",1967-12-08,334000,55,1218027748,2019-12-20T20:43:16Z,"blues rock,british blues,classic rock,country rock,folk rock,mellow gold,progressive rock,psychedelic rock","Universal-Island Records Ltd.",0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,4
5OVYjUlx2akB5RSi4mE3pu,"Exorciseur","Mystère","La Femme",2016-09-02,158493,0,1218027748,2019-12-19T20:36:10Z,"french indie pop,french indietronica,french psychedelic,french rock","Universal Music Division Virgin Records",0.636,0.752,9,-8.566,0,0.0308,0.005,0.414,0.0979,0.438,108.017,4
6VSm4HuSiOGWjbt6zpPnvh,"Flashlight","Can't Hardly Wait","Parliament",1998-05-26,267800,43,1218027748,2019-12-20T20:42:57Z,"afrofuturism,classic soul,funk,funk rock,p funk,soul","Elektra Records",0.749,0.802,7,-6.159,0,0.0471,0.0332,0.0499,0.611,0.826,106.077,4
1qEHgdFqUxFebMPk8s2HLY,"I Don't Feel Like Dancin' - Radio Edit","I Don't Feel Like Dancin'","Scissor Sisters",2006-01-01,248640,60,1218027748,2019-12-20T20:45:05Z,"dance pop,dance rock","Polydor Records",0.711,0.924,7,-3.398,1,0.0282,0.0156,0,0.114,0.912,108.033,4
6tatBuVmCo1KeIh79Pynyq,"Just Lust - 1996 Remastered Version","Love Bites","Buzzcocks",1978,180173,17,1218027748,2019-12-20T20:45:40Z,"alternative rock,britpop,madchester,new wave,post-punk,punk,uk post-punk","Domino Recording Co",0.312,0.785,4,-11.101,1,0.0613,0.0029,0.0000442,0.333,0.693,129.789,4
17hdos7cv1vAvcfoTU4Pym,"The Only One I Know","Some Friendly","The Charlatans",1990-10-08,238120,0,1218027748,2019-12-20T20:51:18Z,"britpop,dance rock,madchester","Beggars Banquet",0.543,0.572,5,-13.124,1,0.0317,0.0685,0.00119,0.0823,0.533,113.312,4
2VKat2mw0k5s8Dxqcpy90b,"Give a Little Love - U.S. Version","Bay City Rollers","Bay City Rollers",1975,201293,13,1218027748,2019-12-25T22:37:41Z,"bubblegum pop","Legacy Recordings",0.531,0.558,0,-6.457,1,0.0308,0.38,0,0.0742,0.814,126.25,4
4Iyo50UoYhuuYORMLrGDci,"Weird Fishes/ Arpeggi","In Rainbows","Radiohead",2007-12-28,318186,0,1218027748,2019-12-22T09:46:13Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock","XL Recordings",0.538,0.61,11,-8.027,0,0.0392,0.774,0.749,0.0909,0.199,152.999,4
0LAfANg75hYiV1IAEP3vY6,"Take Your Mama","Scissor Sisters","Scissor Sisters",2004-01-01,271906,51,1218027748,2019-12-20T20:45:09Z,"dance pop,dance rock","Polydor Records",0.757,0.957,8,-4.617,1,0.106,0.209,0.0000229,0.0624,0.933,153.944,4
5lwQGZYF4BXOzFtXc5zk8q,"Head Over Heels - Dave Bascombe 7 N.Mix","Songs From The Big Chair (Deluxe)","Tears For Fears,Dave Bascombe",1985-02-25,257315,68,1218027748,2020-05-28T05:47:19Z,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop","UMC (Universal Music Catalogue)",0.623,0.739,7,-8.116,1,0.0244,0.338,0.0000188,0.109,0.642,95.007,4
3d9aUOk1b0muVMSt8eXeiV,"In The Afternoon","In The Afternoon","MGMT",2019-12-11,226253,39,1218027748,2019-12-31T23:00:54Z,"alternative rock,indie rock,indietronica,modern rock,rock","MGMT",0.578,0.798,10,-5.174,0,0.0367,0.000385,0.00614,0.118,0.311,115.068,4
47wZfF4OdME3xkIPhhpSSF,"Gimme Some More","Extinction Level Event: The Final World Front","Busta Rhymes",1998,158466,55,1218027748,2020-11-28T08:58:36Z,"east coast hip hop,hardcore hip hop,hip hop,pop rap,rap","Rhino/Elektra",0.591,0.855,11,-8.339,0,0.339,0.00832,0.0000587,0.771,0.78,136.734,4
4JRem7xHp2l0kmUvt9zCKu,"Golden Years - 2016 Remaster","Station to Station (2016 Remaster)","David Bowie",1976-01-23,243280,60,1218027748,2021-03-14T02:13:58Z,"art rock,classic rock,glam rock,permanent wave,rock","Parlophone UK",0.68,0.701,6,-10.36,0,0.036,0.316,0.00000472,0.111,0.933,108.287,4
4oEKgLZ8uTSioNKuO8Kydu,"(Nothing But) Flowers - 2005 Remaster","Naked","Talking Heads",1988-03-15,332093,42,1218027748,2021-05-06T05:50:18Z,"alternative rock,art punk,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo","Rhino/Warner Records",0.604,0.842,4,-5.314,0,0.0407,0.0507,0.000193,0.218,0.913,120.769,4
5T4j3Uv33fQO7tsR2lMl4y,"Charlie Don't Surf - Remastered","Sandinista! (Remastered)","The Clash",1980,294093,45,1218027748,2021-05-06T05:50:46Z,"alternative rock,permanent wave,punk,rock","Sony Music UK",0.51,0.595,2,-11.023,1,0.0383,0.0964,0.0186,0.338,0.632,131.762,4
4sxvXEEEPZ4vJsTBnxMfpy,"Love Comes In Spurts","Blank Generation","Richard Hell",1977,123706,0,1218027748,2022-10-12T09:29:51Z,"early us punk,post-punk,protopunk,punk","Warner Bros.",0.487,0.919,2,-10.845,1,0.0922,0.0904,0,0.358,0.634,151.815,4
7CqleiaEqHVazV19P532X9,"Life During Wartime - 2005 Remaster","Fear of Music (Deluxe Version)","Talking Heads",1979-08-03,221320,54,1218027748,2023-01-23T20:22:47Z,"alternative rock,art punk,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo","Rhino/Warner Records",0.801,0.93,9,-7.365,1,0.0354,0.0806,0.152,0.0558,0.967,133.255,4
5lc9L9FeLBwlJPgEbq9uEw,"Can You Get To That","Maggot Brain","Funkadelic",1971-07-12,169856,56,1218027748,2023-01-23T20:22:53Z,"classic soul,funk,funk rock,p funk,psychedelic soul,soul","Westbound Records",0.681,0.897,8,-5.44,1,0.0874,0.672,0,0.1,0.852,140.803,4
7xUEsVEwSSXhjgBgZG57Tl,"Everybody's Happy Nowadays - 2001 Remastered Version","Singles Going Steady","Buzzcocks",1979,191066,41,1218027748,2023-01-23T20:23:18Z,"alternative rock,britpop,madchester,new wave,post-punk,punk,uk post-punk","Domino Recording Co",0.535,0.802,7,-7.472,0,0.137,0.00347,0.0000062,0.18,0.598,110.591,4
7Js4OF5MUb2bqJe09g4uQE,"Oh! You Pretty Things - 2015 Remaster","Hunky Dory (2015 Remaster)","David Bowie",1971-12-17,193986,55,1218027748,2023-01-23T20:23:21Z,"art rock,classic rock,glam rock,permanent wave,rock","Parlophone UK",0.557,0.277,6,-9.92,1,0.035,0.797,0,0.0984,0.248,76.328,4
3IvTwPCCjfZczCN2k4qPiH,"Dirty Work","Can't Buy A Thrill","Steely Dan",1972-11-01,190065,67,1218027748,2023-01-23T20:23:24Z,"album rock,classic rock,country rock,folk rock,mellow gold,rock,soft rock,yacht rock","Geffen",0.582,0.214,1,-17.83,1,0.0315,0.767,0.00000207,0.122,0.515,72.794,4
6y8EVfZVQGFizEORt85Iat,"Fiction Romance - 1996 Remastered Version","Another Music In A Different Kitchen","Buzzcocks",1978,266560,21,1218027748,2023-07-11T21:15:40Z,"alternative rock,britpop,madchester,new wave,post-punk,punk,uk post-punk","Domino Recording Co",0.394,0.818,5,-7.909,1,0.0444,0.0283,0.00147,0.245,0.845,152.852,4
﻿Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2sCaihW0VlDKecbUgMSzRY,"It's Working","Congratulations","MGMT",2010-04-09,246280,40,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.381,0.954,2,-3.945,1,0.0437,0.0563,0.000835,0.537,0.532,155.103,4
4SjbThOBAifCj4cBAI12T1,"Song for Dan Treacy","Congratulations","MGMT",2010-04-09,249360,38,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.453,0.977,1,-4.041,0,0.102,0.00314,0.000494,0.106,0.673,170.058,4
3oxFVT3NByUX7qeQZGivGF,"Someone's Missing","Congratulations","MGMT",2010-04-09,149586,36,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.308,0.36,4,-7.79,1,0.0355,0.534,0.032,0.0568,0.0806,80.996,4
5esEbMt6LHtiha7cqsGdO7,"Flash Delirium","Congratulations","MGMT",2010-04-09,255906,43,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.575,0.804,9,-3.933,0,0.0626,0.0826,0.000363,0.0681,0.399,122.08,4
3hWoBXsJfXFQDp92v14xFI,"I Found a Whistle","Congratulations","MGMT",2010-04-09,220173,33,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.166,0.525,0,-5.913,1,0.0329,0.549,0.02,0.161,0.1,175.952,3
2wNK1PjIS9NbBIchakaL7k,"Siberian Breaks","Congratulations","MGMT",2010-04-09,729680,41,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.305,0.77,2,-6.694,1,0.0276,0.062,0.203,0.0976,0.374,107.367,4
4QbVaPjV46w52zemaIWYl8,"Brian Eno","Congratulations","MGMT",2010-04-09,271773,35,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.374,0.969,7,-3.505,1,0.0527,0.00851,0.00289,0.0656,0.635,181.787,4
4tQQ5NSnFrZXTb8BoMclIA,"Lady Dada's Nightmare","Congratulations","MGMT",2010-04-09,271280,29,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.354,0.477,9,-7.89,0,0.0303,0.568,0.911,0.196,0.0508,77.97,4
6kblAEj0T0312fv5QWsXzo,"Congratulations","Congratulations","MGMT",2010-04-09,235386,57,1218027748,2019-11-17T05:59:18Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.761,0.637,7,-8.169,1,0.0268,0.439,0.0082,0.102,0.656,125.115,4
﻿Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3FzKPS0oVknVlCW3PhxIHl,"Debaser","Doolittle","Pixies",1989-04-17,173173,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.487,0.885,5,-12.005,1,0.0427,0.000397,0.347,0.0973,0.579,135.516,4
1H93izDjXIF30mAMC7UagB,"Tame","Doolittle","Pixies",1989-04-17,115693,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.562,0.56,0,-13.551,1,0.0724,0.00141,0.762,0.28,0.919,137.475,4
1yJiE307EBIzOB9kqH1deb,"Wave of Mutilation","Doolittle","Pixies",1989-04-17,124773,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.59,0.77,10,-12.147,1,0.0346,0.000272,0.411,0.0811,0.737,132.613,4
4azCKNOIuNsCB98BSRBR2B,"I Bleed","Doolittle","Pixies",1989-04-17,154800,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.487,0.518,11,-13.004,0,0.036,0.000421,0.0251,0.11,0.762,170.845,4
0cs671lxX2eoDzr2KMuo3N,"Here Comes Your Man","Doolittle","Pixies",1989-04-17,201693,1,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.669,0.783,2,-12.302,1,0.0295,0.0475,0.0296,0.115,0.896,124.518,4
5fAUch0HNiHxqLEc6a1t68,"Dead","Doolittle","Pixies",1989-04-17,141373,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.733,0.721,2,-12.948,1,0.0324,0.00291,0.814,0.182,0.837,120.494,4
1lFC3sMgOcDrVzNh8zXRnl,"Monkey Gone to Heaven","Doolittle","Pixies",1989-04-17,177466,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.652,0.388,6,-12.029,0,0.0302,0.0167,0.00076,0.32,0.595,116.433,4
0QboItjXFMSeHpAIgvVnz3,"Mr. Grieves","Doolittle","Pixies",1989-04-17,125800,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.53,0.467,11,-14.41,1,0.0693,0.0372,0.00309,0.12,0.665,112.602,3
1yuwn054ErrOWqjjk51ldD,"Crackity Jones","Doolittle","Pixies",1989-04-17,84226,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.308,0.941,9,-10.243,1,0.131,0.0095,0.165,0.112,0.37,148.276,4
3vY7cKuKNY1oAsyVVn7AQz,"La La Love You","Doolittle","Pixies",1989-04-17,163640,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.702,0.653,2,-12.885,1,0.0376,0.00089,0.178,0.11,0.597,124.498,4
18PzY59cKHgu78CUYcUVAz,"No 13 Baby","Doolittle","Pixies",1989-04-17,231626,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.688,0.634,0,-13.822,1,0.0407,0.00289,0.0112,0.0375,0.302,122.466,4
0VAD8GUGL68sQcOdiHIjTU,"There Goes My Gun","Doolittle","Pixies",1989-04-17,109533,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.572,0.843,11,-12.046,0,0.0458,0.0122,0.742,0.0992,0.717,126.32,3
2Aqc48sn8He26hmTvQ2BMj,"Hey","Doolittle","Pixies",1989-04-17,211440,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.59,0.317,7,-15.014,1,0.0307,0.000877,0.000867,0.0745,0.33,99.81,4
2ofiwvmGa6QHUV8X46vEd6,"Silver","Doolittle","Pixies",1989-04-17,145266,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.555,0.284,11,-15.655,0,0.0273,0.00108,0.13,0.111,0.398,88.307,3
1YZDkJOFT8xlAXDi8lneb3,"Gouge Away","Doolittle","Pixies",1989-04-17,165066,0,1218027748,2018-06-28T04:34:02Z,"alternative rock,boston rock,permanent wave,rock","4AD",0.661,0.407,4,-14.111,1,0.0334,0.00164,0.0241,0.0987,0.497,125.644,4
﻿Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7jBXpK1f24VJDOyTd94lK2,"Desire Lines","Halcyon Digest","Deerhunter",2010-09-22,404413,6,1218027748,2021-08-18T04:56:46Z,"alternative rock,art pop,atlanta indie,dream pop,experimental rock,indie rock,lo-fi,neo-psychedelic,noise pop,noise rock,shoegaze","4AD",0.318,0.918,2,-6.289,1,0.0374,0.0559,0.297,0.659,0.602,120.567,4
5RL6qa4QxzGQrOBGvm67TW,"Time Away from Home","Driving to Hawaii","Summer Salt",2014-10-14,220274,26,1218027748,2021-08-18T04:59:19Z,"indie garage rock","Cherry Lime Records",0.648,0.613,0,-5.28,1,0.0296,0.79,0.0000812,0.187,0.54,115.317,4
3FiDA9GX921AiW7iEpYS3K,"Sugar","Somersault","Beach Fossils",2017-06-02,204062,0,1218027748,2021-08-18T05:00:03Z,"brooklyn indie,indie garage rock,indie rock,indie surf,noise pop,popgaze,shoegaze","Bayonet Records",0.578,0.645,6,-7.494,1,0.0269,0.0129,0.00211,0.122,0.411,82,4
1Zjjl59MPvGqR5msmQexs3,"The Truth","B-Room (Deluxe Edition)","Dr. Dog",2013-10-01,266013,30,1218027748,2021-08-18T05:04:24Z,"chamber pop,indie rock,modern folk rock,philly indie,pov: indie,seattle indie,stomp and holler","Anti/Epitaph",0.411,0.565,9,-8.287,1,0.0241,0.537,0.679,0.447,0.448,143.36,4
0SfIHS5x1gOCVVvnYFbw26,"Windowpane","Timeline","Mild High Club",2015-09-18,237300,46,1218027748,2021-08-18T05:05:37Z,"indie garage rock,neo-psychedelic","Stones Throw Records",0.507,0.722,1,-8.164,1,0.0239,0.00000991,0.0483,0.132,0.303,88.998,4
6YqY6KuqZWPo5iqI0bpf9e,"Neighbor to None","Memory of a Cut off Head","OCS",2017-11-17,150333,10,1218027748,2021-08-18T05:06:27Z,"modern psychedelic folk","Castle Face",0.341,0.241,9,-13.649,1,0.0369,0.113,0.116,0.101,0.33,82.448,4
2QeutlLcJf2V1cMUUsDFT1,"Lotus Flower","The King Of Limbs","Radiohead",2011-02-18,300219,58,1218027748,2021-08-18T05:06:57Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock","XL Recordings",0.721,0.676,2,-8.78,0,0.032,0.0899,0.334,0.0826,0.62,127.99,4
0fpX2DLsR21i9P7iuJuQbr,"Thanks But No Thanks","Propaganda","Sparks",1974-11,253106,0,1218027748,2021-08-18T05:07:17Z,"glam rock,synthpop,zolo","Island Records",0.472,0.854,7,-13.314,0,0.0819,0.00678,0,0.169,0.497,143.116,4
4YsEgbgu7ZIJETqpYwukbn,"Science Vs. Romance","Take Offs And Landings","Rilo Kiley",2001,343160,0,1218027748,2021-08-18T05:07:52Z,"chamber pop,funktronica,indie pop,indie rock,la indie,lilith","Barsuk Records",0.458,0.746,4,-4.389,0,0.0281,0.0191,0.000228,0.129,0.277,81.99,4
6jvqaaUtBmcnxQnf5XKzFo,"Windows","666","Sugar Candy Mountain",2016-07-08,192027,0,1218027748,2021-08-18T05:08:06Z,"bay area indie,indie garage rock,neo-psychedelic,oakland indie","People In A Position To Know",0.525,0.635,5,-7.805,1,0.0239,0.147,0.000114,0.122,0.668,82.445,4
3jdl98tptrQ3Mdt7sNT8Fi,"The Chosen Few","This Night","Destroyer",2002-10-08,239080,0,1218027748,2021-08-18T05:08:35Z,"art pop,chamber pop,indie rock,indietronica,noise pop,vancouver indie","Merge Records",0.551,0.584,9,-7.026,0,0.0327,0.0626,0.00000228,0.151,0.382,127.297,4
5R3F8oZ1m36IcNm6ioYZz3,"The Party's Crashing Us","The Sunlandic Twins","of Montreal",2005-04-12,293320,0,1218027748,2021-08-18T05:09:10Z,"art pop,baroque pop,dance-punk,elephant 6,indie rock,lo-fi,noise pop","Polyvinyl Records",0.618,0.819,5,-3.002,1,0.0299,0.216,0.00000464,0.112,0.945,119.955,4
3hWoBXsJfXFQDp92v14xFI,"I Found a Whistle","Congratulations","MGMT",2010-04-09,220173,33,1218027748,2021-08-18T05:09:25Z,"alternative rock,indie rock,indietronica,modern rock,rock","Columbia",0.166,0.525,0,-5.913,1,0.0329,0.549,0.02,0.161,0.1,175.952,3
3VatIAxCC912Jt0vOyd4fI,"You Won't Be Missing That Part of Me","Melody's Echo Chamber","Melody's Echo Chamber",2013,256013,31,1218027748,2021-08-18T05:11:43Z,"dream pop,experimental pop,french psychedelic,french shoegaze,indie rock,neo-psychedelic,noise pop,nu gaze,shiver pop","Fat Possum",0.472,0.869,11,-4.401,0,0.0367,0.023,0.000766,0.102,0.698,113.998,4
5vmRQ3zELMLUQPo2FLQ76x,"Smalltown Boy","The Age of Consent","Bronski Beat",1984-10-15,302413,78,1218027748,2021-08-18T05:12:02Z,"hi-nrg,new romantic,new wave,new wave pop,sophisti-pop,synthpop","London Records (Because Ltd)",0.685,0.584,5,-10.616,0,0.0276,0.29,0.01,0.124,0.94,134.546,4
14R2hUgIr8eu1VogXoLqUk,"Staring at the Sun","Young Liars","TV On The Radio",2003-07-08,241213,0,1218027748,2021-08-18T05:13:49Z,"alternative dance,alternative rock,brooklyn indie,chamber pop,indie rock,indietronica,modern rock,neo-synthpop","Touch and Go Records",0.211,0.637,8,-7.817,1,0.0515,0.00304,0.00185,0.107,0.148,119.224,4
6WDAtzaXY7d31CkuoxYFcb,"Feather","Machine Dreams","Little Dragon",2009-08-17,293786,44,1218027748,2021-08-18T05:14:19Z,"art pop,chillwave,downtempo,electronica,gothenburg indie,indie soul,indietronica,neo-synthpop,swedish electropop,swedish synthpop,trip hop","Peacefrog Records",0.663,0.831,2,-6.542,1,0.0326,0.00687,0.733,0.0271,0.743,96.666,4
3p0rvHL2zfHAlXAgnHC4GI,"Don't Move","Nightlife","Phantogram",2011,258186,0,1218027748,2021-08-18T05:14:58Z,"indietronica,metropopolis,neo-synthpop","Barsuk Records",0.558,0.642,5,-5.206,0,0.0321,0.0000719,0.00746,0.201,0.482,99.977,4
5gmv3BgePSYiHnPJgY7oTJ,"Home","This Is Happening","LCD Soundsystem",2010-05-17,473333,50,1218027748,2021-08-18T05:15:21Z,"alternative dance,alternative rock,art pop,dance rock,dance-punk,electronic rock,electronica,indie rock,indietronica,neo-synthpop,new rave","Parlophone UK",0.752,0.844,9,-8.705,1,0.0398,0.0462,0.131,0.0782,0.78,124.013,4
4OchoJP9f6qiSycrX8iV9Z,"6 Underground - Nellee Hooper Mix","Becoming X","Sneaker Pimps",1996,234040,0,1218027748,2021-08-18T05:15:47Z,"electronica,trip hop","Virgin Records",0.586,0.685,1,-8.705,0,0.0493,0.0293,0.107,0.132,0.472,169.938,4
138VlAnAb956kXRiSQCy7Z,"Public Image","First Issue","Public Image Ltd.",1978,181320,22,1218027748,2021-08-27T07:16:05Z,"alternative rock,new romantic,new wave,post-punk,punk,uk post-punk","Light In The Attic",0.277,0.784,4,-9.38,1,0.0484,0.0000128,0.0321,0.706,0.611,155.139,4
